X,Y,latitude,longitude,code_aiot,nom_ets,num_dep,adresse,cd_insee,cd_postal,commune,code_naf,lib_naf,num_siret,cd_regime,lib_regime,seveso,lib_seveso,Inspection,Situation administrative,Textes public disponibles,icon_url
2.25981294092993,48.9491777281927,"48.94917772819266","2.2598129409299297","6505358",PAL PROTECTION ALLIAGES LEGERS,"95","9, rue de la Grande Ceinture","95018","95100",Argenteuil,"25.0","Fabrication de produits métalliques, Ã  lâexception des machines et des équipements","6,42E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 07/07/2020', []]","[['2565', '1.a', 'Cadmium', 'Enregistrement', '24000.000 ']]","[['2013-10-29', 'ArrÃªté préfectoral', 'APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34014228727501422878152b0007'], ['2013-09-04', 'Rapport', 'Autre concernant PAL PROTECTION ALLIAGES LEGERS daté du 04/09/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb3401429467c8014294b14ba90005'], ['2013-08-07', 'ArrÃªté préfectoral', 'AP LEVEE CONSIGNATION', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340140a0f5cb0140a139820c0028'], ['2013-06-13', 'ArrÃªté préfectoral', 'AP DE LEVEE PARTIELLE DE CONSIGNATION', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34013f66c64a013f66e2a8890018'], ['2009-04-21', 'ArrÃªté préfectoral', 'AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/29d1286f52184b118d4fe4ce19a06080']]",./0.png
2.21957677494878,48.9499927025968,"48.94999270259683","2.2195767749487803","6505360",TELLIER,"95","15, rue Guy Moquet - Zone Industrielle du Val d'Argent","95018","95100",Argenteuil,,,,AUTRE,Autres régimes,,,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 18/04/2018', []]",[],[],./0.png
2.25155938948481,48.9581822482713,"48.95818224827132","2.251559389484812","6505361",VACHER,"95",8 RUE DES LAURIERS,"95018","95100",Argenteuil,,,,AUTRE,Autres régimes,,,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 13/02/2008', []]",[],[],./0.png
2.21352065596284,48.948676135278,"48.94867613527801","2.2135206559628418","6505364",GREEN RECUP',"95","2 et 4, rue de l'Ouest","95018","95100",Argenteuil,"51.0",Transports aériens,"4,14E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 16/06/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/eQmH5S6TEyYJm9M3LVa4ddPiEy22RXXZ', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/PJLNLpCkDa2kiTFqBt1N01vaMN1x3Qof']]","[['2713', '2', 'Métaux et déchets de métaux (transit)', 'Déclaration', '200.000 m2'], ['2714', '1', 'déchets non dangereux de papiers, plastiques, bois,â¦ (transit) hors 2710,2711 et 2719', 'Enregistrement', '3250.000 m3'], ['2716', '2', 'déchets non dangereux non inertes (transit)', 'Déclaration avec contrÃ´le', '700.000 m3']]","[['2015-01-30', 'ArrÃªté préfectoral', 'Autre concernant COVED INDUSTÃÂ§ SERV.(SOREDIV) Rue ouest daté du 30/01/2015', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34014bea1123014bea24b6030013'], ['2005-08-08', 'ArrÃªté préfectoral', ""Cessation d'activité"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/44a19b9450034c949f3d309ed765082c']]",./0.png
2.2285284753676,48.9282606997531,"48.92826069975309","2.2285284753676002","6505365",STEG,"95","190 bis, ROUTE DE PONTOISE","95063","95100",Argenteuil,"25.0","Fabrication de produits métalliques, Ã  lâexception des machines et des équipements","6,62E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 08/03/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/abvLF5WHvmJkjc8Bb36FfGaaACHLpvt1']]","[['2565', '2.a', 'Traitement de surface', 'Enregistrement', '43250.000 l'], ['2575', '', 'Emploi de matières abrasives', 'Déclaration', '20.000 kW'], ['3260', '', 'Traitement de surface', 'Autorisation', '42.250 m3'], ['4110', '2.b', 'Toxicité aiguÃ« catégorie 1', 'Déclaration avec contrÃ´le', '63.000 kg'], ['4120', '2.a', 'Toxicité aiguÃ« catégorie 2', 'Autorisation', '10.000 t'], ['4130', '2.b', ""Toxicité aiguÃ« catégorie 3 pour les voies d'exposition par inhalation"", 'Déclaration', '2.052 t'], ['4440', '2', 'Solides comburants catégorie 1,2 ou 3', 'Déclaration', '6.975 t']]","[['2017-12-26', 'ArrÃªté préfectoral', 'Nouveau document', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb3401617597e3016175c96cff0033'], ['2015-05-04', 'ArrÃªté préfectoral', 'Autre concernant STEG  daté du 04/05/2015', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34014d6b3544014d6b3eb5720010'], ['2012-07-27', 'ArrÃªté préfectoral', 'Autre concernant STEG  daté du 27/07/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/646a99ea0c374ac1a66eb02b8e726c34'], ['2011-01-05', 'ArrÃªté préfectoral', 'AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/a5e24c0e91814f988e193bf4cf0d49d9'], ['2007-10-23', 'ArrÃªté préfectoral', 'APC - AP complémentaire (art 18 déc. 77)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/56a13036bb464811be11693942059ae6']]",./0.png
2.24843366341195,48.9505188075816,"48.950518807581574","2.2484336634119475","6505370",SAGEM - Argenteuil,"95",138 AVENUE JEAN JAURES,"95018","95100",Argenteuil,,,,E,Enregistrement,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]","[['2575', '', 'Emploi de matières abrasives', 'Déclaration', '0.000 kW']]","[['1976-10-07', 'ArrÃªté préfectoral', ""AP d'autorisation"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/faec90821b854882b5e1c1ba4dfa0bd4'], ['1976-03-15', 'ArrÃªté préfectoral', 'AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/4cdfd9aab0d84edb9a4aea70533aa2c9']]",./0.png
2.24192855329807,48.9537242650676,"48.9537242650676","2.2419285532980675","6505375",COLSON Michel,"95","127, avenue de Verdun","95018","95100",Argenteuil,"38.0","Collecte, traitement et élimination des déchets ",,,,,,,,,./0.png
2.21134429457272,48.9535359783567,"48.95353597835669","2.211344294572719","6505380",RICHARD ANDRE,"95",4 rue Désiré Granet - BP 50156,"95018","95100",Argenteuil,"25.0","Fabrication de produits métalliques, Ã  lâexception des machines et des équipements","3,09E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 20/07/2023', []]","[['2564', '1.b', 'Supérieur Ã  20 l, mais inférieur ou égal Ã  1500 l', 'Déclaration avec contrÃ´le', '200.000 L'], ['2565', '2.a', 'Traitement de surface', 'Enregistrement', '17840.000 l'], ['2565', '1.a', 'Cadmium', 'Enregistrement', '4400.000 '], ['2575', '', 'Emploi de matières abrasives', 'Déclaration', '20.000 kW']]","[['2009-06-30', 'ArrÃªté préfectoral', 'AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/4ae1c55601ff4d71b02517cd757b0f02'], ['2006-07-26', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral imposant des prescriptions techniques complémentaires', 'https://georisques.gouv.fr/webappReport/ws/installations/document/c3e6e11873fe4e73bccbf253b27cba38']]",./0.png
2.26404600235905,48.9462541344461,"48.94625413444613","2.2640460023590503","6505381",GIVAUDAN France fragrances SAS,"95","55, VOIE DES BANS","95018","95100",Argenteuil,"20.0",Industrie chimique,"5,62E+13",AUTRE,Autres régimes,,,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 23/01/2013', []]",[],[],./0.png
2.21554892858144,48.9481768293051,"48.948176829305105","2.215548928581436","6505383",ROUX ET FILS,"95",Rue Jean Pierre Timbaud,"95018","95100",ARGENTEUIL,,,,E,Enregistrement,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]","[['2714', '1', 'déchets non dangereux de papiers, plastiques, bois,â¦ (transit) hors 2710,2711 et 2719', 'Enregistrement', '0.000 ']]",[],./0.png
2.2300154536703,48.9366067876253,"48.936606787625266","2.2300154536703034","6505384",SAEZ SERGE,"95","16, avenue de la Glacière","95018","95100",ARGENTEUIL,"38.0","Collecte, traitement et élimination des déchets ",,,,,,,,,./0.png
2.24138476745328,48.9535589547429,"48.95355895474289","2.241384767453283","6505388",REVIVAL,"95","127, avenue de Verdun","95018","95100",Argenteuil,"38.0","Collecte, traitement et élimination des déchets ",,,,,,,,,./0.png
2.2270722416188,48.9390069528592,"48.93900695285915","2.227072241618797","6505391",PREVOST LUCIEN,"95","20, rue Charles Lecoq","95018","95100",ARGENTEUIL,,,,E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 17/01/2007', []]",[],[],./0.png
2.21196124208416,48.9470651574885,"48.94706515748853","2.211961242084162","6505394",MECATOM,"95","60, rue de Montigny","95018","95100",Argenteuil,,,,AUTRE,Autres régimes,,,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 08/11/2006', []]",[],[],./0.png
2.23927614611127,48.9371515442169,"48.93715154421688","2.2392761461112722","6505396",LES FILS D'ANTOINE MEYNIAL,"95",108 rue Henri Barbusse,"95018","95100",Argenteuil,,,,AUTRE,Autres régimes,,,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 09/06/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/oyHOeqaSfQB1xnmdpfhR5lDBCVyK94pN']]",[],[],./0.png
2.22667632623158,48.9518642597571,"48.95186425975708","2.2266763262315807","6505401",LYCEE,"95","3, allée Fernand LEGER","95018","95100",Argenteuil,,,,E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 07/06/2010', []]",[],[],./0.png
2.21222830845552,48.9519680387703,"48.951968038770325","2.2122283084555248","6505409",HOLMAERT SRC - JP TIMBAUD,"95","19, rue Jean Pierre Timbaud","95018","95100",ARGENTEUIL,,,,E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 08/07/2004', []]",[],[],./0.png
2.23747020460186,48.9355662978896,"48.9355662978896","2.2374702046018564","6505410",HOLMAERT SRC,"95","127, rue Henri Barbusse","95018","95100",ARGENTEUIL,"38.0","Collecte, traitement et élimination des déchets ",,,,,,,,,./0.png
2.25570675373382,48.9489274843063,"48.94892748430631","2.255706753733821","6505413",KLEBER,"95","2, place A. Briand","95018","95100",Argenteuil,,,,A,Autorisation,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.24773796646908,48.9608561649877,"48.96085616498774","2.247737966469083","6505415",COMBUSTIBLES BREDECHE,"95","20, rue de la Voie des Bans","95018","95100",ARGENTEUIL,,,,AUTRE,Autres régimes,,,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 15/06/2006', []]",[],[],./0.png
2.2631249563872,48.9524805124458,"48.952480512445774","2.263124956387203","6505419",CASSAN,"95","30, rue Kleber","95018","95100",ARGENTEUIL,,,"6,48E+13",AUTRE,Autres régimes,,,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.22776083889722,48.937680432198,"48.937680432198","2.2277608388972236","6505420",RAKON - C-MAC FREQUENCY PRODUCTS,"95","44, avenue de la Glacière","95018","95100",ARGENTEUIL,,,"5,70E+13",AUTRE,Autres régimes,,,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.24779809257484,48.9500921577958,"48.95009215779581","2.2477980925748424","6505421",DASSAULT AVIATION,"95","1, avenue du Parc - BP 50","95018","95100",Argenteuil,,,,A,Autorisation,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 13/06/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/aGJ0Iqy1200qyI3aya5aQXMMnn5oOOvx', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/O1hJMqKCUJu3Ynb0ZeXGwgqndAA8JxIC', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/CwkrXE8MUfqTWgUDNwaAoEIbT0sIZBTa', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/pTaQBVKyLF423Oj0MmIWKPbaitfjYDHT', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/aITY3OM3QCaxeGho7zmes4x9xxKPTr9z']]","[['1185', '2.a', ""Quantité susceptible d'Ãªtre présente"", 'Déclaration avec contrÃ´le', '300.000 kg'], ['2560', '1', 'Supérieure Ã  1 000 kW', 'Enregistrement', '4692.000 kW'], ['2561', '', 'Trempé recuit, revenu des métaux et alliages', 'Déclaration avec contrÃ´le', '1326.000 '], ['2563', '1', 'Supérieure Ã  7500 l', 'Enregistrement', '60660.000 l'], ['2565', '2.a', 'Traitement de surface', 'Enregistrement', '300500.000 l'], ['2575', '', 'Emploi de matières abrasives', 'Déclaration', '25.000 kW'], ['2910', 'A.2', 'Combustion', 'Déclaration avec contrÃ´le', '17.000 MW'], ['2915', '2', 'Chauffage (procédé de) fluide caloporteur organique combustible', 'Déclaration', '1600.000 L'], ['2925', '1', ""Charge d'accumulateurs dégageant de l'hydrogène"", 'Déclaration', '60.000 kW'], ['2940', '2.a', 'Vernis, peinture, colle, ... (application, cuisson, séchage)', 'Enregistrement', '255.000 kg/j'], ['3260', '', 'Traitement de surface', 'Autorisation', '300.000 m3'], ['4130', '2.a', ""Toxicité aiguÃ« catégorie 3 pour les voies d'exposition par inhalation"", 'Autorisation', '10.000 t'], ['4210', '1.b', 'Produits explosifs (fabrication, chargement, encartouchage, conditionnement...)', 'Déclaration avec contrÃ´le', '10.000 kg'], ['4220', '4', 'Produits explosifs (stockage de)', 'Déclaration avec contrÃ´le', '10.000 kg']]","[['2021-03-12', 'ArrÃªté préfectoral', 'ArrÃªté complémentaire IC-21-024', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e7017840a2c5e70081'], ['2021-03-12', 'ArrÃªté préfectoral', 'ArrÃªté complémentaire IC-21-024', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e7017840901af9004a'], ['2021-03-12', 'ArrÃªté préfectoral', 'ArrÃªté complémentaire IC-21-024', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e70178409ee10a0072'], ['2021-03-12', 'ArrÃªté préfectoral', 'ArrÃªté complémentaire IC-21-024', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e70178409b8523006b'], ['2021-03-12', 'ArrÃªté préfectoral', 'ArrÃªté complémentaire IC-21-024', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e701784098c58b0060'], ['2021-03-12', 'ArrÃªté préfectoral', 'ArrÃªté complémentaire IC-21-024', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e7017840963a120051'], ['2021-01-07', 'Rapport', 'Rapport proposant APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e7017840963a120055'], ['2021-01-07', 'Rapport', 'Rapport proposant APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e70178408ce4e90044'], ['2021-01-07', 'Rapport', 'Rapport proposant APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e701784097a3e10059'], ['2021-01-07', 'Rapport', 'Rapport proposant APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e70178409a5fcf0064'], ['2021-01-07', 'Rapport', 'Rapport proposant APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e70178409ee10a0076'], ['2021-01-07', 'Rapport', 'Rapport proposant APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd784051e7017840a1a2c6007a'], ['2016-01-27', 'ArrÃªté préfectoral', 'APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340152a22b250152a287970e0075'], ['2014-12-31', 'ArrÃªté de mise en demeure', 'ArrÃªté de mise en demeure concernant DASSAULT AVIATION (EX AMDBA) daté du 31/12/2014', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34014aedd3da014aeddc7c2e0007'], ['2012-11-06', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant DASSAULT AVIATION (EX AMDBA) daté du 06/11/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340141921521014192dcd2a00ce7'], ['2010-01-28', 'ArrÃªté préfectoral', 'APC RSDE', 'https://georisques.gouv.fr/webappReport/ws/installations/document/57dfd9466fc244d79237745e909d454f'], ['2009-04-24', 'ArrÃªté préfectoral', 'sévérisation prescriptions AM TS', 'https://georisques.gouv.fr/webappReport/ws/installations/document/134c4b45c4494e08b761febaa0b43811'], ['2008-11-27', 'ArrÃªté préfectoral', 'AP complémentaire (art 18 déc. 77)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/31d849e0872e4f10bec297a764df8751']]",./0.png
2.22554648795769,48.9268745199209,"48.92687451992089","2.2255464879576876","6505479",Mairie de La Garenne-Colombes (site TCI),"95","2, rue Carnot","95063","95870",BEZONS,,,"3,32E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]","[['2565', '2.a', 'Traitement de surface', 'Enregistrement', '22270.000 '], ['2575', '', 'Emploi de matières abrasives', 'Déclaration', '0.000 '], ['2661', '2.b', 'MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)', 'Déclaration', '0.000 '], ['2940', '2.b', 'Vernis, peinture, colle, ... (application, cuisson, séchage)', 'Déclaration avec contrÃ´le', '50.000 ']]","[['2006-12-05', 'ArrÃªté préfectoral', 'APC surveillance des eaux souterraines', 'https://georisques.gouv.fr/webappReport/ws/installations/document/0ebbde0078e14390987564c63ab83e4f']]",./0.png
2.2268142016767,48.9297335038687,"48.929733503868746","2.2268142016767","6505480",A LA CASSE AUTO JJ (RUE D.CASANOVA),"95","15, rue Danièle Casanova","95063","95870",BEZONS,,,"5,14E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 11/06/2019', []]","[['2712', '1', 'Stockage, dépollution, démontage,â¦ de VHU', 'Enregistrement', '500.000 m2']]","[['2016-10-30', 'ArrÃªté préfectoral', 'Nouveau document', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb3401589533470158954988a60006'], ['2016-06-22', 'Rapport', 'Nouveau document', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb3401592089fe015920fb62180031'], ['2012-10-31', 'ArrÃªté préfectoral', 'AP ACTUALISATION CLASSEMENT', 'https://georisques.gouv.fr/webappReport/ws/installations/document/6d7343a401da46e5bdc4c2e9cc0a0398'], ['2010-02-25', 'ArrÃªté préfectoral', 'AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/abefd0f9c1f3415bbfc5240133b37caf'], ['2009-10-28', 'Rapport', 'Rapport proposant un AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/b660e331b69345d588bf82774453774c'], ['1994-11-23', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant A LA CASSE JJ (BOUCHER) (RUE D.CASANOVA) daté du 23/11/1994', 'https://georisques.gouv.fr/webappReport/ws/installations/document/88a48c287a1b4725be7866b53b49d6ab']]",./0.png
2.21143934200491,48.9202535185768,"48.92025351857685","2.2114393420049074","6505483",M.A.J. Elis,"95","14, rue Marcel Paul","95063","95870",Bezons,"77.0",Activités de location et location-bail,"6,93E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 30/08/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/rAPCso2KiPRnYjYJiAWEUaYcqD83aM9l', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/9QkYP2MYTWIdTA8p58Wyowt8PFGQaWrj']]","[['2340', '1', 'Blanchisseries, laveries de linge', 'Enregistrement', '50.000 t/j'], ['2718', '2', 'Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)', 'Déclaration avec contrÃ´le', '0.600 t'], ['2910', 'A.2', 'Combustion', 'Déclaration avec contrÃ´le', '10.500 MW']]","[['2014-11-07', 'ArrÃªté de mise en demeure', 'ArrÃªté de mise en demeure concernant ELIS Bezons daté du 07/11/2014', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340149e1f5480149e24611be0008'], ['2013-02-19', 'ArrÃªté préfectoral', 'APC', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34013d874589013d87745f8c0025'], ['2013-01-08', 'ArrÃªté préfectoral', ""AP PTC DANS LE CADRE DES MESURES DE GESTION DE L'EAU EN PERIODE DE SECHERESSE"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/05bbe55027ac48a0a89bfb26ac3a182f'], ['2012-02-28', 'ArrÃªté préfectoral', 'ArrÃªté RSDE', 'https://georisques.gouv.fr/webappReport/ws/installations/document/1894633d722f4ea4b49fc3fc98b91254'], ['2006-03-27', 'Autre', 'Recepissé de déclaration 2921', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34013a6eac3a013a6efe9d40000b'], ['2003-07-31', 'ArrÃªté préfectoral', 'APAUTO - Installation blanchisserie et laverie linge', 'https://georisques.gouv.fr/webappReport/ws/installations/document/7ee34d3564b74f80a5355945ac6c89d4']]",./0.png
